Title,Year
Universal access to clean cooking energy and the need for an inclusive policy: Evidence from analysis of cooking fuel use in Odisha and Tamil Nadu,2017
Bioequivalence study of rivastigmine 6 mg Capsules (Single Dose) in healthy volunteers,2017
Dual Modes and Dual Emissions of an Amino-Naphthoquinone Derivative,2017
Photophysical Properties of a Novel and Biologically Active 3(2H)-Pyridazinone Derivative Using Solvatochromic Approach,2017
Nonlinear Optical Properties of Pyrene Based Fluorescent Hemicurcuminoid and their BF2 Complexes –Spectroscopic and DFT Studies,2017
The Impact of Affiliate Stigma on the Psychological Well-Being of Mothers of Children with Specific Learning Disabilities in India: The Mediating Role of Subjective Burden,2017
Are Daughters Like Mothers: Evidence on Intergenerational Educational Mobility Among Young Females in India,2017
Conventionalized Politeness Structures: Empirical Evidence from Hindi/Urdu,2017
"Transformational Leadership and Asian Indian Values: Duty, Selfless Service, and Nonviolence",2017
Predictors of Desire to Institutionalization in Dementia Caregivers from a Developing Country,2017
Discovering suspicious behavior in multilayer social networks,2017
Thyroid and Cortisol hormones in Attention Deficit Hyperactivity DisorderA case-control study,2017
"Belief in a just world for oneself versus others, social goals, and subjective well-being",2017
Functioning of medial olivocochlear bundle in right- and left-handed individuals,2017
"Informing sexual health intervention development in India: Perspectives of daughters, mothers, and service providers in Mumbai",2017
Explanatory models and psychiatric pluralism among family members of mentally Ill persons: a narrative inquiry,2017
Field notes on youth pro: An initiative for youth mental health promotion in India,2017
Adaptation of psychometric tests for identifying borderline personality disorder patients in India,2017
Role of adjustment as a mediator variable between cultural intelligence and well-being,2017
"Chlorpromazine as prophylaxis for bipolar disorder with treatment-and electroconvulsive therapy-refractory mania: Old horse, new trick",2017
Evaluation of dried urine spot method to screen cotinine among tobacco dependents: An exploratory study,2017
Technology addiction survey: An emerging concern for raising awareness and promotion of healthy use of technology,2017
Pathological laughter in a female with multiple episodes of stroke and subdural hematoma,2017
"NLOphoric 3,6-di(substituted quinoxalin) Carbazoles – Synthesis, Photophysical Properties and DFT Studies",2017
Differences in problem-solving between canid populations: Do domestication and lifetime experience affect persistence?,2017
You are what you eat: An empirical investigation of the relationship between spicy food and aggressive cognition,2017
Cultural variation in communal versus exchange norms: Implications for social support,2017
Sociodemographic Predictors of Psychiatric Disability in India,2017
"A Study of Job Satisfaction, Job Stress and Quality of Life in Auxiliary Health Care Workers of a Public Tertiary General Hospital",2017
Factors Affecting Mental Health of North Indian Adolescents,2017
Cultural Adaptation of New Affective Well-Being Measure in Hindi-Speaking Youth: Scale of Positive and Negative Experience,2017
Relationship Quality as Mediator of Forgiveness and Psychological Well-being among Transgressors in Romantic Relationships,2017
The Mediating Role of Emotional Exhaustion in the Relationship of Mindfulness with Turnover Intentions and Job Performance,2017
"The Brief Multidimensional Students' Life Satisfaction Scale (BMSLSS): Reliability, validity, and gender invariance in an Indian adolescent sample",2017
Appetite suppressing effect of Spinacia oleracea in rats: Involvement of the short term satiety signal cholecystokinin,2017
Are there differences in the mental health status of adolescents in Puducherry?,2017
Racial/Ethnic Differences in Perceptions of School Climate and Its Association with Student Engagement and Peer Aggression,2017
Religious and spiritual messages in folk songs: a study of women from rural India,2017
Multimodal hallucinations in a visually impaired elderly female: Is it a variant of Charles Bonnet syndrome?,2017
Cabergoline-induced mania in a patient of pituitary microadenoma,2017
Comparative study of psychiatric manifestations among Type i and Type II diabetic patients,2017
Rumination disorder: An unexplained case of recurrent vomiting,2017
Do life events and social support vary across depressive disorders?,2017
Workplace Spirituality and Employee Well-being: An Empirical Exploration,2017
Narcissism and the strategic pursuit of short-term mating: Universal links across 11 world regions of the international sexuality description project-2 [Narcisismo y búsqueda estratégica del emparejamiento a corto plazo a través de las culturas: Enlaces omnipresentes a través de 11 regiones mundiales del Proyecto de la descripción de la sexualidad internacional 2],2017
Bilingualism delays the onset of behavioral but not aphasic forms of frontotemporal dementia,2017
Technology diffusion: Shift happens — The case of iOS and Android handsets,2017
Endocrine disrupting pesticides impair the neuroendocrine regulation of reproductive behaviors and secondary sexual characters of red munia (Amandava amandava),2017
"Development and Open Pilot Trial of an HIV-Prevention Intervention Integrating Mobile-Phone Technology for Male Sex Workers in Chennai, India",2017
The Concept and Measure of Sukha–Dukha: An Indian Perspective on Well-Being,2017
Do security and privacy policies in B2B and B2C e-commerce differ? A comparative study using content analysis,2017
Millenarianism and Yoga: A Spiritual Approach to Mental Health,2017
Towards identifying and ranking selected types of violence against women in North India,2017
Does obstructive sleep apnea correlate with Epworth Sleepiness Scale in an Indian population?,2017
Utilizing the salutogenic paradigm to investigate well-being among adult survivors of childhood sexual abuse and other adversities,2017
Whose online reviews to trust? Understanding reviewer trustworthiness and its impact on business,2017
Social experiential deprivation in autism spectrum disorders: A possible prognostic factor?,2017
"Clinical course and treatment outcome of Koro: A follow up study from a Koro epidemic reported from West Bengal, India",2017
Comparison of caregiver burden in schizophrenia and obsessive-compulsive disorder,2017
Personality profile and short-term treatment outcome in patients with alcohol dependence: A study from South India,2017
Pseudocyst pancreas with delirium in a married alcohol dependent male: A rare presentation,2017
Secondary eating disorder: A reality? Case report of post brain injury sequelae,2017
Quantitative balance and gait measurement in patients with frontotemporal dementia and Alzheimer diseases: A pilot study,2017
Researching the Use of Psychoanalysis in Narrative Inquiries,2017
Tumefactive fibroinflammatory lesion: A diagnostic dilemma,2017
"Synthesis, Characterization and Photophysical Studies of Tricoumarin-Pyridines",2017
Construction of gender sensitive poverty line based on local perception: Evidence from Habra-II Block of West Bengal state in India,2017
Estimates of Spatial Prices in India and Their Sensitivity to Alternative Estimation Methods and Choice of Commodities,2017
Can lighting influence self-disclosure?,2017
Maternal spiritual health as a predictor of psychological well-being and resilience of her young adult offspring,2017
Motor Adaptation Deficits in Ideomotor Apraxia,2017
Do stress and support matter for caring? The role of perceived stress and social support on expressed emotion of carers of persons with first episode psychosis,2017
"Transactional sex and the challenges to safer sexual behaviors: a study among male sex workers in Chennai, India",2017
"Interplay between Creativity, Executive Function and Working Memory in Middle-Aged and Older Adults",2017
How to Work With Middle-Aged Siblings: Integration of Narrative-Behavioral Approaches in Family Therapy,2017
"Differences in Attributions for Public and Private Face-to-face and Cyber Victimization Among Adolescents in China, Cyprus, the Czech Republic, India, Japan, and the United States",2017
Meaning and Well-Being: Indian Perspectives,2017
Understanding happiness and psychological wellbeing among young married women in Rural India,2017
"Conceptual referents, personality traits and income-happiness relationship: An empirical investigation",2017
High performance work system and organisational performance: role of knowledge management,2017
Resveratrol Intervenes Cholesterol-And Isoprenoid-Mediated Amyloidogenic Processing of AβPP in Familial Alzheimer's Disease,2017
"Role of attributional, styles and perceived control in control in social anxiety among university entrants",2017
Dental arch morphology as a predictor of sleep disordered breathing,2017
Glutathione Conformations and Its Implications for in vivo Magnetic Resonance Spectroscopy,2017
Perception of students on tablet and laptop distribution scheme of U.P. Government [La percezione degli studenti sul piano di distribuzione del tablet e del computer portatile da parte del governo U.P. (INDIA)],2017
"Trait emotional intelligence, work-family culture and organizational citizenship behavior among Indian managers",2017
Effect of cosmetic surgery on body image and body image specific quality of life,2017
Decoding training effectiveness: the role of organisational factors,2017
Toward more practical measurement of teamwork skills,2017
Values Practices and Identity Sustenance in Dual-identity Organizations,2017
Adult attention deficit hyperactivity disorder in patients with substance use disorders: A study from Southern India,2017
Technology addiction among treatment seekers for psychological problems: Implication for screening in mental health setting,2017
Luteinizing hormone-follicle stimulating hormone ratio as biological predictor of post-partum depression,2017
Are Targeted Unconditional Cash Transfers Effective? Evidence from a Poor Region in India,2017
Mental health through forgiveness: Exploring the roots and benefits,2016
Long-Term engagement in formal volunteering and well-being: An exploratory indian study,2016
Reducing cyber-bullying and problem behaviors among students through parental group therapy,2016
A Case-Study of the Resources and Functioning of Two Research Ethics Committees in Western India,2016
Perspectives on disclosure among children living with HIV in India,2016
An interpretative phenomenological analysis (IPA) of coercion towards community dwelling older adults with dementia: findings from Mysore studies of natal effects on ageing and health (MYNAH),2016
Cross-cultural differences on Gunas and other well-being dimensions,2016
Psychometric properties and validation of the Sociocultural Attitudes Towards Appearance Questionnaire-4 (SATAQ-4) with a sample of Japanese adolescent girls,2016
"Elevated copper, hs C-reactive protein and dyslipidemia in drug free schizophrenia: Relation with psychopathology score",2016
"Heart Rate Variability, Flow, Mood and Mental Stress During Yoga Practices in Yoga Practitioners, Non-yoga Practitioners and People with Metabolic Syndrome",2016
Web-based self-help intervention reduces alcohol consumption in both heavy-drinking and dependent alcohol users: A pilot study,2016
Meditation – A two edged sword for psychosis: A case report,2016
A unified theoretical framework for cognitive sequencing,2016
Attitudes of general hospital staff toward patients who self-harm in South India: A cross-sectional study,2016
Selective and Sensitive Fluorescent Detection of Picric Acid by New Pyrene and Anthracene Based Copper Complexes,2016
"Not here, there! Possible referential gesturing during allogrooming by wild bonnet macaques, Macaca radiata",2016
Welfare Comparisons with Multidimensional Well-Being Indicators: An Indian Illustration,2016
ICT-driven financial inclusion initiatives for urban poor in a developing economy: implications for public policy,2016
Repetitive transcranial magnetic stimulation for persistent auditory hallucination: Initial worsening of hallucination may not be a predictor of poor outcome,2016
Retinal model-based visual perception: Applied for medical image processing,2016
Enriched environment ameliorates depression-induced cognitive deficits and restores abnormal hippocampal synaptic plasticity,2016
"Knowledge, attitude and social distance practices of young undergraduates towards mental illness in India: A comparative analysis",2016
Adolescent-parent conflict in the age of social media: Case reports from India,2016
Investigating locality effects and surprisal in written English syntactic choice phenomena,2016
"The relationship of gender preference to anxiety, stress and family violence among pregnant women in urban India",2016
Measuring progress towards MDGs in child health: Should base level sensitivity and inequity matter?,2016
Validating the Flourishing Scale and the Scale of Positive and Negative Experience in India,2016
Factors associated With the development of motor proficiency in school children of Kolkata: A cross-sectional study to assess the role of chronic nutritional and socio-economic status,2016
Extrapyramidal side effects with low dose amisulpride: A report of two cases,2016
Minnesota multiphasic personality inventory-2 profiles of patients with gender identity disorder requesting sex reassignment surgery,2016
Does birth order and academic proficiency influence perfectionistic self-presentation among undergraduate engineering students? A descriptive analysis,2016
Impact of Globalisation on Mental Health in Low- and Middle-income Countries,2016
Effects of lycopene and sodium valproate on pentylenetetrazol-induced kindling in mice,2016
Investigating the Energy Transfer from Dye Molecules to DNA Stabilized Au Nanoparticles,2016
Global hypoxia induced impairment in learning and spatial memory is associated with precocious hippocampal aging,2016
Glycation of Liver Cystatin: Implication on its Structure and Function,2016
Locality and word order in active dependency formation in Bangla,2016
"Comparison of internet addiction, pattern and psychopathology between medical and dental students",2016
Synthetic and natural monoamine oxidase inhibitors as potential lead compounds for effective therapeutics,2016
"""I take up more responsibilities for my family's wellbeing"" - A qualitative approach to the cultural aspects of resilience seen among young adults in Bengaluru, India",2016
Evaluation of world's largest social welfare scheme: An assessment using non-parametric approach,2016
Clinical correlates and predictors of perceived coercion among psychiatric inpatients: A prospective pilot study,2016
Adverse Childhood Experiences and Religiosity/Spirituality in Emerging Adolescents in India,2016
Responses to stigma-related stressors: a qualitative inquiry into the lives of people living with schizophrenia in India,2016
Postinjection delirium/sedation syndrome with olanzapine depot injection,2016
Neuropsychiatric manifestation of Hashimoto's encephalopathy in an adolescent and treatment,2016
Hybrid ameloblastoma of the maxilla: A puzzling pathology,2016
FRET Sensor for Erythrosine Dye Based on Organic Nanoparticles: Application to Analysis of Food Stuff,2016
Synthesis and Characterization of Ln(III) Complexes and its Luminescence Properties,2016
"Influence of Shell Formation on Morphological Structure, Optical and Emission Intensity on Aqueous Dispersible NaYF4:Ce/Tb Nanoparticles",2016
Steady State and Time Resolved Spectroscopic Study of CdSe and CdSe/ZnS QDs:FRET Approach,2016
Job Related Stress and Employment of People with Mental Illness: A Catch 22,2016
Psychosocial intervention and dreaming among war-affected palestinian children,2016
"Contribution of Natural and Economic Capital to Subjective Well-Being: Empirical Evidence from a Small-Scale Society in Kodagu (Karnataka), India",2016
Mindfulness-based program for management of aggression among youth: A follow-up study,2016
Attitudes toward selfie taking in school-going adolescents: An exploratory study,2016
Cushing's syndrome masquerading as treatment resistant depression,2016
Psychological dimensions of celiac disease in India,2016
Social isolation mediated anxiety like behavior is associated with enhanced expression and regulation of BDNF in the female mouse brain,2016
Impact of Structural Modification on the Photophysical Response of Benzoquinoline Fluorophores,2016
Self-esteem mediates the relationship between mindfulness and well-being,2016
Fear of crime and older people in low- and middle-income countries,2016
The Relationship of Positive Psychological Variables with the Age of Destitute Women in Psychosocial Adaptation,2016
A knowledge based scheme for risk assessment in loan processing by banks,2016
Biases in future-oriented Delphi studies: A cognitive perspective,2016
Mediating role of resilience in the impact of mindfulness on life satisfaction and affect as indices of subjective well-being,2016
"Synthesis, anticonvulsant and binding interaction study of novel piperamides with bovine serum albumin by fluorescence spectroscopy",2016
Implementing yoga within the school curriculum: A scientific rationale for improving social-emotional learning and positive student outcomes,2016
Prognostic models for prediction of outcomes after traumatic brain injury based on patients admission characteristics,2016
How do theories of cognition and consciousness in ancient indian thought systems relate to current western theorizing and research?,2016
Pinealectomy abolishes circadian behavior and interferes with circadian clock gene oscillations in brain and liver but not retina in a migratory songbird,2016
Hemispheric specialization of impaired disengagement of attention in depression: a tachistoscopic method,2016
Profile of Adolescents’ Positive Emotions: An Indicator of their Psychological Well-being,2016
Cognitive dysfunction and its determinants in patients with neurocysticercosis,2016
Therapeutic Relationship as a Change Agent in Psychotherapy: An Interpretative Phenomenological Analysis,2016
Neural correlates of the food/non-food visual distinction,2016
Cerebral Small Vessel Disease and Motoric Cognitive Risk Syndrome: Results from the Kerala-Einstein Study,2016
Pattern and correlates of agitation in an acute psychiatry in-patient setting in a teaching hospital,2016
The impact of domestic violence and depressive symptoms on preterm birth in South India,2016
Effects of transcranial direct current stimulation upon attention and visuoperceptual function in Lewy body dementia: A preliminary study,2016
Factors influencing job performance of nursing staff: Mediating role of affective commitment,2016
Stimulus-dependent modulation of working memory for identity monitoring: A functional MRI study,2016
Distributive and Procedural Justice for Self and Others: Measurement Invariance and Links to Life Satisfaction in Four Cultures,2016
"Edaravone abrogates LPS-induced behavioral anomalies, neuroinflammation and PARP-1",2016
Effect of yoga on EUROFIT physical fitness parameters on adolescents dwelling in an orphan home: A randomized control study,2016
"Promoting spiritual well-being among Hindu children in South Asian, Southeast Asian and African Countries: Bala Vihars of Chinmaya Mission",2016
"Sexual Relationships, Behaviors, and Experiences Among Bisexual Men in Mumbai, India",2016
Effects of self-regulated learning and cooperative learning on academic achievements of Chinese EFL learners: Reference to international standard english tests,2016
Event rate and vigilance: A psychophysiological investigation of mental workload,2016
Impact of brainstorming on creativity among middle school children,2016
Psychological distress as predictor of adherence and prognosis among patients undergoing coronary artery bypass grafting,2016
Effects of some yogic practices on psychological well-being of the aged: An intervention study,2016
"An empirical study on psychological capital, demography and employee happiness: A relational perspective",2016
How do Indian mothers use feeding practices with children?,2016
Lessons of Being a Patient - Personal Thoughts about Psycho-oncology in India,2016
"Arsenic and smokeless tobacco induce genotoxicity, sperm abnormality as well as oxidative stress in mice in vivo",2016
Lay definitions of happiness across nations: The primacy of inner harmony and relational connectedness,2016
Transcranial magnetic stimulation (TMS) as a tool for early diagnosis and prognostication in Cortico-basal ganglia degeneration (CBD) syndromes: Review of literature and case report,2016
Rapid resolution of grief with IV infusion of ketamine: A unique phenomenological experience,2016
From Sacred to Commodity and Beyond: Colour and Values in India,2016
Democracy as Civil Religion: Reading Alexis de Tocqueville in India,2016
DNA Folding Transition in Presence of Naphthylhydroxamic Acids as Revealed by Fluorescence Microscopic Single Molecule Observation Method,2016
"Synergies Among Monetary, Multidimensional and Subjective Poverty: Evidence from Nepal",2016
A Study of Co-variation and Convergence of Alternative Measures of Sustainability on the Basis of Panel Data,2016
"Antimicrobial performance of cotton finished with triclosan, silver and chitosan",2015
Performance assessment of fragrance finished cotton with cyclodextrin assisted anchoring hosts,2015
Similarity Index: A New Approach to Measuring Doctor–Patient Communication,2015
Therapeutic Identity among Clinical Psychology Professionals in India,2015
Implicit Theories of Common Health Conditions Held by Indian Social Workers and Students,2015
"Comparison of efficacy, safety and brain derived neurotrophic factor (BDNF) levels in patients of major depressive disorder, treated with fluoxetine and desvenlafaxine",2015
Disability and quality of life among elderly persons with mental illness,2015
The perceptions of young adult adoptees in India on their emotional well-being,2015
Building psychosocial assets and wellbeing among adolescent girls: A randomized controlled trial,2015
Using food as reinforcer to shape children's non-food behavior: The adverse nutritional effect doubly moderated by reward sensitivity and gender,2015
Building Cognition: The Construction of Computational Representations for Scientific Discovery,2015
Financial Development and Income Inequality: Is There Any Financial Kuznets Curve in Iran?,2015
Rotational Diffusion of a New Large Non Polar Dye Molecule in Alkanes,2015
"Monitoring the Competence of a New Keto-tetrahydrocarbazole Based Fluorosensor under Homogeneous, Micro-Heterogeneous and Serum Albumin Environments",2015
The effect of sung speech on socio-communicative responsiveness in children with autism spectrum disorders,2015
Development and validation of a test on Anasakti (non-attachment): an Indian model of well-being,2015
Pilgrimage and devotion to the divine mother: mental well-being of devotees of Mata Vaishno Devi,2015
"Fertility intentions, power relations and condom use within intimate and other non-paying partnerships of women in sex work in Bagalkot District, South India",2015
Systemic lupus erythematous presenting as catatonia and its response to electroconvulie therapy,2015
Obsessive compulsive disorder presenting as neurological emergency,2015
Factors affecting well-being and socio-occupational functioning in schizophrenia patients following an acute exacerbation: A hospital based observational study,2015
Histone deacetylase inhibition facilitates massed pattern-induced synaptic plasticity and memory,2015
Exploratory social network analysis of affiliation networks of Indian listed companies,2015
"Community Gender Norms Change as a Part of a Multilevel Approach to Sexual Health Among Married Women in Mumbai, India",2015
Effect of the Demographic Variables and Psychometric Properties of the Personal Well-Being Index for School Children in India,2015
"Theory-of-mind in individuals with Alström syndrome is related to executive functions, and verbal ability",2015
Towards Understanding Employability Using Images: An Exploratory Study,2015
Consumers’ Message Orientation in Television Advertising and Branding: a Study on Indian Consumers,2015
Leisure Motivation and Well-being among Adolescents and Young Adults,2015
"Social Exclusion, Mental Health, Disadvantage and Injustice",2015
Pyridoxal based fluorescent chemosensor for detection of copper(II) in solution with moderate selectivity and live cell imaging,2015
Food Insecurity and Its Relation to Psychological Well-Being Among South Indian People Living with HIV,2015
Pathways to tertiary care adopted by individuals with psychiatric illness,2015
Lexico-semantic deficits in people with right hemisphere damage: Evidence from convergent naming tasks,2015
"N-2-Aryl-1,2,3-Triazoles: A Novel Class of Blue Emitting Fluorophores-Synthesis, Photophysical Properties Study and DFT Computations",2015
"Application of Partial Least Square (PLS) Analysis on Fluorescence Data of 8-Anilinonaphthalene-1-Sulfonic Acid, a Polarity Dye, for Monitoring Water Adulteration in Ethanol Fuel",2015
Perceived social support of HIV/AIDS orphans: a review,2015
Associations between the macroeconomic indicators and suicide rates in India: Two ecological studies,2015
Team OSCE: A teaching modality for promotion of multidisciplinary work in mental health settings,2015
Sustained attention and executive functioning among remitted adolescents with bipolar disorder,2015
Language-Based Exclusion and Prosocial Behaviors in Organizations,2015
"Sweat, Skepticism, and Uncharted Territory: A Qualitative Study of Opinions on Data Sharing among Public Health Researchers and Research Participants in Mumbai, India",2015
Models for pedestrian gap acceptance behaviour analysis at unprotected mid-block crosswalks under mixed traffic conditions,2015
Blooming Flowers: A case for developmentally appropriate practice,2015
Peer conflict among indian children in school settings,2015
"Effect of slow-deep breathing exercise to reduce anxiety among adolescent school students in a selected higher secondary school in Coimbatore, India",2015
Clinical correlates of enlarged cavum septum pellucidum in schizophrenia: A revisit through computed tomography,2015
Externalizing spectrum or spectra? Underlying dimensions of the externalizing spectrum,2015
"Overqualification, mismatched qualification, and hiring decisions perceptions of employers",2015
Only irrelevant sad but not happy faces are inhibited under high perceptual load,2015
DFT studies of the photophysical properties of fluorescent and semiconductor polycyclic benzimidazole derivatives,2015
"Phenazine fused benzo coumarins with negative solvatochromism and positive solvatochromic emission - Synthesis, photo physical properties, DFT and TDDFT studies",2015
Estimation of dipole moments and quantum yield of 5-chloro-2-methoxyphenyl boronic acid in different solvents environment,2015
Efficacy of social skills training for the persons with chronic schizophrenia,2015
A web recommendation system considering sequential information,2015
An adverse drug interaction of haloperidol with levodopa,2015
Mental illness and stigma: Has psychiatry done more harm than good?,2015
Issues related to obtaining intelligence quotient-matched controls in autism research,2015
Relationship of premenstrual syndrome and premenstrual dysphoric disorder with major depression: Relevance to clinical practice,2015
An extremely rare association of Dyggve-Melchior-Clausen syndrome with mania: Coincidence or comorbidity,2015
Melatonin receptor and KATP channel modulation in experimental vascular dementia,2015
Cognitive Behavioural Intervention in Prolonged Grief Reaction: Case Series,2015
Correlates and predictors of positive mental health for school going children,2015
"Relationships Between Emotional Stability, Psychosocial Mentoring Support and Career Resilience",2015
Cultural Adaptation of the Brief COPE for Persons Living with HIV/AIDS in Southern India,2015
Big five personality traits: Are they really important for the subjective well-being of indians?,2015
Mental health and psychosocial functioning in adolescence: An investigation among Indian students from Delhi,2015
Detection of paradigm shifts and emerging fields using scientific network: A case study of Information Technology for Engineering,2015
Metacognitions mediate HIV stigma and depression/anxiety in men who have sex with men living with HIV,2015
A deterministic model of a research organization’s evolution and dynamics of performance,2015
Significant predictors of reading proficiency in english among hindi medium school students,2015
Sport psychology: The ultimate spring board of excellence,2015
Self-perceived character strengths in urban Indian youth: Observations and reflections,2015
Significance of home environment in adolescent psychological well-being and distress,2015
Obesity and exercise in relation to gender role identity and exercise avoidance motivation in adults,2015
"Influence of optimism, parental expectations and peer attachment on subjective happiness of female college students",2015
The importance of individual differences in students and teachers and their interaction with culture: The Indian context,2015
Perceptual asymmetry in depression: Do information processing demands and methodologies have any role?,2015
Flow experience and workplace well-being,2015
"Relationship between supportive leadership, mental health status and job satisfaction of civil police constables",2015
Role of perceived organizational support in the relationship between role overload and organizational citizenship behavior,2015
Curiosity and meaning of life leading towards personal growth: The role of emotional intelligence,2015
Gaze pattern on spontaneous human face perception: An eye tracker study,2015
Persistent hysterical hiccups: A possible pathophysiological mechanism,2015
A study of psycho social profile and depression in patients with complicated and uncomplicated diabetes mellitus,2015
Cultural intelligence as a predictor of acculturative stress and psychological well-being among college students,2015
"The oral iron chelator, deferasirox, reverses the age-dependent alterations in iron and amyloid-β homeostasis in rat brain: Implications in the therapy of Alzheimer's disease",2015
Opening the gender diversity black box: Causality of perceived gender equity and locus of control and mediation of work engagement in employee well-being,2015
"Structural basis of gender violence in cross-regional marriages: Tale from Haryana, India",2015
A model for implementing guidelines for person-centered care in a nursing home setting,2015
"Adolescents, well-being and spirituality: Insights from a spiritual program",2015
Racial and ethnic differences in diurnal cortisol rhythms: Are they consistent over time?,2015
Modern parenthood through the eyes of a psychiatrist,2015
"Synthesis, characterization, DNA binding, DNA cleavage and antimicrobial studies of schiff base ligand and its metal complexes",2015
Photoinduced electron transfer from phenanthrimidazole to magnetic nanoparticles,2015
Points of Convergence and Divergence Between Existential and Humanistic Psychology: A Few Observations,2015
On somatic symptoms measurement: The scale for assessment of somatic symptoms revisited,2015
Identifying Single or Multiple Poverty Trap: An Application to Indian Household Panel Data,2015
Soil release performance of cotton finished with oleophobol CPR and CMC-Na salt,2014
Detrimental Impact of Rejection Sensitivity in Marital Relationship,2014
Efficacy and well-being in rural north India: The role of social identification with a large-scale community identity,2014
Design and analysis of predictive sampling of haptic signals,2014
Cold comfort at the Magh Mela: Social identity processes and physical hardship,2014
Association of apolipoprotein e genetic variation in alzheimer's disease in indian population: A meta-analysis,2014
Self-esteem and quality of life of people living with HIV/AIDS,2014
Development of children at risk for adverse outcomes participating in early intervention in developing countries: A randomized controlled trial,2014
Variations in Women’s Heights across Social and Religious Groups Among Indian States,2014
Yes and yes again: Are standards of care which require two referrals for genital reconstructive surgery ethical?,2014
Quality of life and psychosocial well-being among children living with HIV at a care home in Southern India,2014
Mirror image agnosia,2014
"Postpartum depressive symptoms across time and place: Structural invariance of the Self-Reporting Questionnaire among women from the international, multi-site MAL-ED study",2014
"Varieties of openness and religious commitment in India: Relationships of attitudes toward hinduism, hindu religious reflection, and religious schema",2014
"Couple interaction and predicting vulnerability to domestic violence in Uttar Pradesh, India",2014
"Barriers to antiretroviral treatment access for injecting drug users living with HIV in Chennai, South India",2014
"Effect of Work Performance on Global Functioning of Persons with Mental Illness Receiving Psychiatric Rehabilitation Services at a Tertiary Neuro-psychiatric, Super-Speciality Hospital at Bangalore, India: A Pilot Study",2014
Integration of Mental and Physical Health Services: Lessons,2014
Positive Psychology and Indian Psychology: Birds of the Same Feather,2014
Synergy between Positive Psychology and Indian Psychology? Reflections on Barriers and Pathways,2014
Socio-Demographic Variables Affecting Well-Being: A Study on Indian Rural Women,2014
"Spatial Pattern of Urban Livability in Himalayan Region: A Case of Aizawl City, India",2014
Quality of Life in the City of Delhi: An Assessment Based on Access to Basic Services,2014
"Glucose feeding during development aggravates the toxicity of the organophosphorus insecticide Monocrotophos in the nematode, Caenorhabditis elegans",2014
Panax quinquefolium involves nitric oxide pathway in olfactory bulbectomy rat model,2014
Health psychology intervention in key social environments to promote adolescent health,2014
Exploring the Impact of Parental Military Deployment/Field Posting on Adolescents in Indian Military Families,2014
“I’m More Aware of the Body than Ever”: Old Adults’ Experiences of the Psychosocial Significance of Their Bodies,2014
Off-on fluorescent sensor from on-off sensor: Exploiting silver nanoparticles influence on the organic fluorophore fluorescence,2014
Interaction of sulfadiazine with model water soluble proteins: A combined fluorescence spectroscopic and molecular modeling approach,2014
Does Good Governance Enhance Happiness: A Cross Nation Study,2014
"Utility of a computerized, paced semantic verbal fluency paradigm in differentiating schizophrenia and healthy subjects",2014
Cross-Cultural Validation of Fear of Happiness Scale Across 14 National Groups,2014
The CONSTRUCT OF RELATIONSHIP QUALITY,2014
"Ideological support for the indian caste system: Social dominance orientation, right-wing authoritarianism and Karma",2014
The modulatory role of second language proficiency on performance monitoring: Evidence from a saccadic countermanding task in high and low proficient bilinguals,2014
"Phenalenone fluorophores-synthesis, photophysical properties and DFT study",2014
Review of electroconvulsive therapy practice from a tertiary Child and Adolescent Psychiatry Centre,2014
Validation and effect of demographic variables on perceived quality of life by adolescents,2014
Effect of Sudarshan Kriya on male prisoners with non psychotic psychiatric disorders: A randomized control trial,2014
Label free fluorometric characterization of DNA interaction with cholate capped gold nanoparticles using ethidium bromide as a fluorescent probe,2014
Synthesis of novel carbazole based styryl: Rational approach for photophysical properties and TD-DFT,2014
Synthesis of uniform and high density silver nanoparticles by using peltophorum pterocarpum flower extract,2014
Pyruvate carboxylase and pentose phosphate fluxes are reduced in AβPP-PS1 mouse model of Alzheimer's disease: a ¹³C NMR study,2014
Risperidone and social outcome in schizophrenia: A one year follow-up study,2014
Clinical presentation of restless legs syndrome: Does the gender matter?,2014
"Family honor, cultural norms and social networking: Strategic choices in the visual self-presentation of young Indian Muslim women",2014
Neuropsychological functioning in affective disorders,2014
Spiritual well being and culture: Relationship with urbanization in north India,2014
Meaning in life and well-being in the lives of college going Indian youth,2014
Altruism as a function of age and deprivation: An interactional study,2014
Epigenetic regulation of cancer: A promising approach for cancer diagnosis,2014
"Improving the scalability of psychological treatments in developing countries: An evaluation of peer-led therapy quality assessment in Goa, India",2014
An exploratory association study of the influence of dysbindin and neuregulin polymorphisms on brain morphometry in patients with schizophrenia and healthy subjects from South India,2014
Clinical correlates of parametric digit-symbol substitution test in schizophrenia,2014
Influence of surface coating on structural and photoluminescent properties of CaMoO4:Pr nanoparticles,2014
Effect of non-enzymatic glycation on cystatin: A spectroscopic study,2014
Management of the mental hospital,2014
Changes in distressing behavior perceived by family of persons with schizophrenia at home - 25 years later,2014
Social networking sites: An adjunctive treatment modality for psychological problems,2014
Supervision in school psychology: The developmental/ecological/problem-solving model,2014
Clinical and socio-demographic determinants of psychological health and burden in family caregivers of patients with unipolar depression,2014
A rare case of imitation injury,2014
Human haptic perception is interrupted by explorative stops of milliseconds,2014
Inculcation of values for best practices in student support services in open and distance learning - The IGNOU experience,2014
